item_id,brand_id,code,floss_name,rgb,order,color_id,inv_qty,wish_qty
38853038,89495731,432,NULL,"{""b"": 55, ""g"": 95, ""r"": 90}",266,NULL,0,0
38877772,27219674,3807,NULL,"{""b"": 121, ""g"": 86, ""r"": 84}",120,NULL,0,0
38969836,89495731,2835,NULL,"{""b"": 19, ""g"": 135, ""r"": 135}",159,NULL,0,0
39009599,89495731,1908,NULL,"{""b"": 25, ""g"": 13, ""r"": 82}",107,NULL,0,0
39113950,89495731,2016,NULL,"{""b"": 7, ""g"": 40, ""r"": 22}",175,NULL,0,0
39196902,89495731,1045,NULL,"{""b"": 153, ""g"": 94, ""r"": 239}",76,NULL,0,0
39325320,32095163,665,NULL,"{""b"": 118, ""g"": 62, ""r"": 37}",372,NULL,0,0
39367238,27219674,3362,NULL,"{""b"": 31, ""g"": 54, ""r"": 33}",268,NULL,0,0
39488317,32095163,2424,NULL,"{""b"": 90, ""g"": 137, ""r"": 189}",427,NULL,0,0
39644673,27219674,841,NULL,"{""b"": 71, ""g"": 115, ""r"": 144}",454,NULL,0,0
39787888,32095163,896,NULL,"{""b"": 195, ""g"": 203, ""r"": 133}",291,NULL,0,0
39895221,27219674,632,NULL,"{""b"": 26, ""g"": 41, ""r"": 86}",409,NULL,0,0
39933169,89495731,641,NULL,"{""b"": 151, ""g"": 105, ""r"": 87}",340,NULL,0,0
40058084,32095163,890,NULL,"{""b"": 170, ""g"": 184, ""r"": 182}",473,NULL,0,0
40078046,32095163,221,NULL,"{""b"": 186, ""g"": 181, ""r"": 232}",41,NULL,0,0
40168491,32095163,765,NULL,"{""b"": 84, ""g"": 64, ""r"": 77}",398,NULL,0,0
40357433,89495731,1044,NULL,"{""b"": 170, ""g"": 115, ""r"": 241}",75,NULL,0,0
40471636,32095163,4792,NULL,"{""b"": 122, ""g"": 59, ""r"": 9}",366,NULL,0,0
40509284,32095163,2310,NULL,"{""b"": 29, ""g"": 56, ""r"": 107}",445,NULL,0,0
40539176,32095163,365,NULL,"{""b"": 194, ""g"": 216, ""r"": 221}",457,NULL,0,0
40725159,27219674,307,NULL,"{""b"": 57, ""g"": 191, ""r"": 212}",339,NULL,0,0
40739682,27219674,3771,NULL,"{""b"": 104, ""g"": 126, ""r"": 188}",390,NULL,0,0
40767472,27219674,3787,NULL,"{""b"": 48, ""g"": 75, ""r"": 90}",440,NULL,0,0
40775114,32095163,247,NULL,"{""b"": 53, ""g"": 29, ""r"": 63}",25,NULL,0,0
40793567,32095163,145,NULL,"{""b"": 33, ""g"": 136, ""r"": 229}",153,NULL,0,0
40878580,27219674,644,NULL,"{""b"": 135, ""g"": 170, ""r"": 175}",437,NULL,0,0
40890924,32095163,858,NULL,"{""b"": 48, ""g"": 30, ""r"": 143}",114,NULL,0,0
40970640,32095163,131,NULL,"{""b"": 36, ""g"": 39, ""r"": 100}",436,NULL,0,0
41060589,27219674,3777,NULL,"{""b"": 19, ""g"": 18, ""r"": 82}",396,NULL,0,0
41247852,27219674,989,NULL,"{""b"": 94, ""g"": 138, ""r"": 109}",235,NULL,0,0
41258959,89495731,222,NULL,"{""b"": 129, ""g"": 121, ""r"": 41}",124,NULL,0,0
41387330,32095163,383,NULL,"{""b"": 97, ""g"": 121, ""r"": 163}",422,NULL,0,0
41439134,32095163,426,NULL,"{""b"": 52, ""g"": 75, ""r"": 137}",429,NULL,0,0
41488247,32095163,370,NULL,"{""b"": 32, ""g"": 51, ""r"": 66}",462,NULL,0,0
41527006,89495731,284,NULL,"{""b"": 3, ""g"": 98, ""r"": 98}",160,NULL,0,0
41586115,27219674,742,NULL,"{""b"": 45, ""g"": 119, ""r"": 192}",350,NULL,0,0
41642074,32095163,264,NULL,"{""b"": 132, ""g"": 77, ""r"": 132}",409,NULL,0,0
41675885,32095163,2223,NULL,"{""b"": 89, ""g"": 59, ""r"": 160}",46,NULL,0,0
41690158,89495731,332,NULL,"{""b"": 157, ""g"": 111, ""r"": 77}",208,NULL,0,0
41711137,27219674,936,NULL,"{""b"": 28, ""g"": 51, ""r"": 43}",263,NULL,0,0
41758712,32095163,372,NULL,"{""b"": 188, ""g"": 181, ""r"": 94}",311,NULL,0,0
41818283,27219674,402,NULL,"{""b"": 47, ""g"": 91, ""r"": 156}",376,NULL,0,0
41824910,32095163,2117,NULL,"{""b"": 82, ""g"": 156, ""r"": 130}",233,NULL,0,0
41903453,32095163,2211,NULL,"{""b"": 225, ""g"": 228, ""r"": 203}",297,NULL,0,0
42040282,89495731,453,NULL,"{""b"": 83, ""g"": 93, ""r"": 103}",271,NULL,0,0
42043073,32095163,572,NULL,"{""b"": 147, ""g"": 212, ""r"": 233}",181,NULL,0,0
42051345,27219674,744,NULL,"{""b"": 94, ""g"": 189, ""r"": 215}",348,NULL,0,0
42059425,32095163,2185,NULL,"{""b"": 126, ""g"": 174, ""r"": 238}",123,NULL,0,0
42112059,27219674,970,NULL,"{""b"": 38, ""g"": 81, ""r"": 185}",353,NULL,0,0
42249063,27219674,161,NULL,"{""b"": 119, ""g"": 95, ""r"": 91}",148,NULL,0,0
42259443,27219674,700,NULL,"{""b"": 28, ""g"": 58, ""r"": 5}",252,NULL,0,0
42288010,89495731,1603,NULL,"{""b"": 59, ""g"": 54, ""r"": 106}",95,NULL,0,0
42304135,32095163,414A,NULL,"{""b"": 194, ""g"": 133, ""r"": 17}",346,NULL,0,0
42327659,27219674,3849,NULL,"{""b"": 106, ""g"": 123, ""r"": 81}",190,NULL,0,0
42362961,89495731,302,NULL,"{""b"": 198, ""g"": 177, ""r"": 135}",194,NULL,0,0
42404243,89495731,180,NULL,"{""b"": 166, ""g"": 182, ""r"": 253}",49,NULL,0,0
42431552,27219674,3354,NULL,"{""b"": 151, ""g"": 146, ""r"": 210}",46,NULL,0,0
42518063,27219674,3847,NULL,"{""b"": 84, ""g"": 93, ""r"": 68}",192,NULL,0,0
42552501,27219674,554,NULL,"{""b"": 175, ""g"": 147, ""r"": 178}",96,NULL,0,0
42564563,27219674,928,NULL,"{""b"": 165, ""g"": 176, ""r"": 166}",185,NULL,0,0
42810653,32095163,2151,NULL,"{""b"": 157, ""g"": 176, ""r"": 179}",479,NULL,0,0
42981708,32095163,302,NULL,"{""b"": 24, ""g"": 179, ""r"": 234}",161,NULL,0,0
43060167,32095163,223,NULL,"{""b"": 114, ""g"": 77, ""r"": 163}",45,NULL,0,0
43093728,27219674,927,NULL,"{""b"": 149, ""g"": 164, ""r"": 147}",186,NULL,0,0
43109750,27219674,414,NULL,"{""b"": 105, ""g"": 84, ""r"": 69}",471,NULL,0,0
43154223,27219674,699,NULL,"{""b"": 26, ""g"": 46, ""r"": 24}",253,NULL,0,0
43204104,89495731,218,NULL,"{""b"": 5, ""g"": 73, ""r"": 40}",119,NULL,0,0
43207718,32095163,272,NULL,"{""b"": 62, ""g"": 157, ""r"": 76}",257,NULL,0,0
43253578,32095163,463,NULL,"{""b"": 95, ""g"": 118, ""r"": 194}",117,NULL,0,0
43259275,89495731,503,NULL,"{""b"": 26, ""g"": 156, ""r"": 218}",280,NULL,0,0
43285111,32095163,222,NULL,"{""b"": 144, ""g"": 131, ""r"": 211}",43,NULL,0,0
43292918,89495731,324,NULL,"{""b"": 24, ""g"": 9, ""r"": 11}",206,NULL,0,0
43448425,27219674,947,NULL,"{""b"": 15, ""g"": 51, ""r"": 166}",354,NULL,0,0
43485777,27219674,720,NULL,"{""b"": 19, ""g"": 48, ""r"": 151}",367,NULL,0,0
43503891,27219674,10,NULL,"{""b"": 167, ""g"": 184, ""r"": 182}",269,NULL,0,0
43578442,32095163,116,NULL,"{""b"": 98, ""g"": 194, ""r"": 184}",231,NULL,0,0
43633863,27219674,3345,NULL,"{""b"": 42, ""g"": 68, ""r"": 49}",243,NULL,0,0
43645564,27219674,19,NULL,"{""b"": 87, ""g"": 134, ""r"": 164}",330,NULL,0,0
43728785,32095163,235,NULL,"{""b"": 109, ""g"": 97, ""r"": 145}",66,NULL,0,0
43834095,89495731,652,NULL,"{""b"": 171, ""g"": 154, ""r"": 175}",346,NULL,0,0
43855985,27219674,553,NULL,"{""b"": 128, ""g"": 91, ""r"": 119}",97,NULL,0,0
43878189,89495731,795,NULL,"{""b"": 31, ""g"": 47, ""r"": 106}",400,NULL,0,0
44003469,89495731,145,NULL,"{""b"": 20, ""g"": 33, ""r"": 166}",33,NULL,0,0
44008246,89495731,611,NULL,"{""b"": 209, ""g"": 190, ""r"": 183}",324,NULL,0,0
44218920,32095163,713,NULL,"{""b"": 152, ""g"": 176, ""r"": 188}",465,NULL,0,0
44233647,89495731,616,NULL,"{""b"": 71, ""g"": 31, ""r"": 29}",329,NULL,0,0
44325383,89495731,103,NULL,"{""b"": 212, ""g"": 180, ""r"": 255}",4,NULL,0,0
44332282,27219674,869,NULL,"{""b"": 22, ""g"": 55, ""r"": 83}",307,NULL,0,0
44344904,27219674,503,NULL,"{""b"": 120, ""g"": 151, ""r"": 122}",215,NULL,0,0
44391648,27219674,797,NULL,"{""b"": 104, ""g"": 63, ""r"": 53}",131,NULL,0,0
44610039,27219674,11,NULL,"{""b"": 111, ""g"": 158, ""r"": 159}",270,NULL,0,0
44616677,89495731,440,NULL,"{""b"": 44, ""g"": 51, ""r"": 48}",267,NULL,0,0
44647365,27219674,3861,NULL,"{""b"": 129, ""g"": 123, ""r"": 141}",413,NULL,0,0
44669351,32095163,2026,NULL,"{""b"": 184, ""g"": 152, ""r"": 23}",353,NULL,0,0
44684303,32095163,114,NULL,"{""b"": 136, ""g"": 78, ""r"": 220}",9,NULL,0,0
44692236,27219674,3326,NULL,"{""b"": 152, ""g"": 149, ""r"": 221}",41,NULL,0,0
44724054,27219674,3325,NULL,"{""b"": 204, ""g"": 178, ""r"": 154}",152,NULL,0,0
44845068,32095163,758,NULL,"{""b"": 45, ""g"": 68, ""r"": 200}",147,NULL,0,0
44964205,32095163,924,NULL,"{""b"": 61, ""g"": 123, ""r"": 93}",216,NULL,0,0
45089348,27219674,153,NULL,"{""b"": 195, ""g"": 171, ""r"": 198}",95,NULL,0,0
45434173,27219674,732,NULL,"{""b"": 41, ""g"": 101, ""r"": 111}",286,NULL,0,0
45450298,89495731,1043,NULL,"{""b"": 205, ""g"": 163, ""r"": 246}",74,NULL,0,0
45506625,27219674,729,NULL,"{""b"": 65, ""g"": 149, ""r"": 174}",317,NULL,0,0
45561663,89495731,422,NULL,"{""b"": 103, ""g"": 129, ""r"": 129}",262,NULL,0,0
45579323,32095163,822,NULL,"{""b"": 55, ""g"": 157, ""r"": 180}",197,NULL,0,0
45704290,32095163,335,NULL,"{""b"": 95, ""g"": 150, ""r"": 41}",282,NULL,0,0
45706945,89495731,277,NULL,"{""b"": 7, ""g"": 62, ""r"": 22}",157,NULL,0,0
45782503,27219674,725,NULL,"{""b"": 61, ""g"": 149, ""r"": 198}",345,NULL,0,0
45830028,32095163,252,NULL,"{""b"": 179, ""g"": 174, ""r"": 113}",318,NULL,0,0
45875351,32095163,900,NULL,"{""b"": 113, ""g"": 130, ""r"": 19}",295,NULL,0,0
45952523,89495731,2014,NULL,"{""b"": 16, ""g"": 61, ""r"": 44}",173,NULL,0,0
45961854,27219674,991,NULL,"{""b"": 69, ""g"": 92, ""r"": 52}",203,NULL,0,0
45966396,89495731,174,NULL,"{""b"": 7, ""g"": 45, ""r"": 229}",47,NULL,0,0
46046689,27219674,3833,NULL,"{""b"": 156, ""g"": 135, ""r"": 229}",14,NULL,0,0
46277818,89495731,344,NULL,"{""b"": 30, ""g"": 35, ""r"": 14}",215,NULL,0,0
46481551,27219674,3865,NULL,"{""b"": 212, ""g"": 221, ""r"": 221}",434,NULL,0,0
46544280,89495731,265,NULL,"{""b"": 32, ""g"": 71, ""r"": 18}",152,NULL,0,0
46634768,89495731,366,NULL,"{""b"": 121, ""g"": 45, ""r"": 9}",229,NULL,0,0
46665375,27219674,957,NULL,"{""b"": 151, ""g"": 138, ""r"": 234}",30,NULL,0,0
46777470,89495731,194,NULL,"{""b"": 19, ""g"": 9, ""r"": 99}",56,NULL,0,0
47006627,27219674,445,NULL,"{""b"": 97, ""g"": 195, ""r"": 204}",338,NULL,0,0
47102431,32095163,2038,NULL,"{""b"": 48, ""g"": 63, ""r"": 79}",453,NULL,0,0
47134109,32095163,2251,NULL,"{""b"": 192, ""g"": 193, ""r"": 143}",317,NULL,0,0
47344743,89495731,188,NULL,"{""b"": 34, ""g"": 36, ""r"": 187}",53,NULL,0,0
47439051,89495731,362,NULL,"{""b"": 223, ""g"": 195, ""r"": 165}",225,NULL,0,0
47538556,27219674,3722,NULL,"{""b"": 43, ""g"": 39, ""r"": 118}",385,NULL,0,0
47651169,32095163,752,NULL,"{""b"": 104, ""g"": 158, ""r"": 235}",143,NULL,0,0
47657996,27219674,3688,NULL,"{""b"": 129, ""g"": 119, ""r"": 184}",53,NULL,0,0
47666790,32095163,821,NULL,"{""b"": 90, ""g"": 201, ""r"": 223}",196,NULL,0,0
47667597,32095163,2253,NULL,"{""b"": 162, ""g"": 126, ""r"": 38}",320,NULL,0,0
47676021,27219674,640,NULL,"{""b"": 65, ""g"": 94, ""r"": 102}",439,NULL,0,0
47693473,32095163,141,NULL,"{""b"": 156, ""g"": 225, ""r"": 244}",149,NULL,0,0
47716263,89495731,2445,NULL,"{""b"": 65, ""g"": 120, ""r"": 71}",138,NULL,0,0
47757179,32095163,343,NULL,"{""b"": 57, ""g"": 62, ""r"": 207}",101,NULL,0,0
47772456,32095163,894,NULL,"{""b"": 70, ""g"": 88, ""r"": 75}",477,NULL,0,0
47795011,32095163,354,NULL,"{""b"": 140, ""g"": 97, ""r"": 224}",4,NULL,0,0
47987744,89495731,575,NULL,"{""b"": 5, ""g"": 54, ""r"": 79}",313,NULL,0,0
48033970,27219674,563,NULL,"{""b"": 124, ""g"": 167, ""r"": 130}",206,NULL,0,0
48058598,32095163,537,NULL,"{""b"": 61, ""g"": 79, ""r"": 8}",278,NULL,0,0
48084143,89495731,1702,NULL,"{""b"": 157, ""g"": 144, ""r"": 212}",97,NULL,0,0
48219659,27219674,3836,NULL,"{""b"": 150, ""g"": 131, ""r"": 165}",82,NULL,0,0
48260801,32095163,2120,NULL,"{""b"": 57, ""g"": 96, ""r"": 21}",238,NULL,0,0
48331095,89495731,850,NULL,"{""b"": 228, ""g"": 255, ""r"": 255}",419,NULL,0,0
48427854,32095163,334,NULL,"{""b"": 137, ""g"": 186, ""r"": 100}",281,NULL,0,0
48477005,89495731,1042,NULL,"{""b"": 216, ""g"": 177, ""r"": 252}",73,NULL,0,0
48603961,89495731,365,NULL,"{""b"": 142, ""g"": 71, ""r"": 27}",228,NULL,0,0
48630808,89495731,104,NULL,"{""b"": 180, ""g"": 132, ""r"": 255}",5,NULL,0,0
48703367,27219674,818,NULL,"{""b"": 196, ""g"": 200, ""r"": 237}",29,NULL,0,0
48735994,27219674,782,NULL,"{""b"": 31, ""g"": 92, ""r"": 142}",326,NULL,0,0
48745581,89495731,784,NULL,"{""b"": 22, ""g"": 65, ""r"": 144}",393,NULL,0,0
48887909,32095163,732,NULL,"{""b"": 173, ""g"": 153, ""r"": 122}",328,NULL,0,0
48966421,32095163,892,NULL,"{""b"": 129, ""g"": 135, ""r"": 134}",475,NULL,0,0
49258463,32095163,317,NULL,"{""b"": 148, ""g"": 184, ""r"": 148}",264,NULL,0,0
49285069,32095163,2535,NULL,"{""b"": 86, ""g"": 120, ""r"": 60}",275,NULL,0,0
49302999,89495731,522,NULL,"{""b"": 61, ""g"": 206, ""r"": 244}",287,NULL,0,0
49399784,27219674,831,NULL,"{""b"": 29, ""g"": 93, ""r"": 117}",299,NULL,0,0
49512498,32095163,478,NULL,"{""b"": 45, ""g"": 36, ""r"": 32}",492,NULL,0,0
49776148,27219674,738,NULL,"{""b"": 154, ""g"": 199, ""r"": 210}",419,NULL,0,0
49859039,27219674,822,NULL,"{""b"": 183, ""g"": 201, ""r"": 205}",436,NULL,0,0
49866350,27219674,434,NULL,"{""b"": 26, ""g"": 72, ""r"": 126}",423,NULL,0,0
49881503,89495731,752,NULL,"{""b"": 101, ""g"": 166, ""r"": 249}",381,NULL,0,0
49939386,27219674,158,NULL,"{""b"": 89, ""g"": 58, ""r"": 54}",122,NULL,0,0
50030551,89495731,155,NULL,"{""b"": 89, ""g"": 55, ""r"": 243}",35,NULL,0,0
50049299,27219674,3022,NULL,"{""b"": 72, ""g"": 101, ""r"": 98}",461,NULL,0,0
50141880,32095163,464,NULL,"{""b"": 72, ""g"": 90, ""r"": 179}",118,NULL,0,0
50274547,27219674,3733,NULL,"{""b"": 121, ""g"": 113, ""r"": 186}",47,NULL,0,0
50281504,32095163,716,NULL,"{""b"": 66, ""g"": 85, ""r"": 93}",468,NULL,0,0
50327703,89495731,342,NULL,"{""b"": 145, ""g"": 143, ""r"": 109}",213,NULL,0,0
50346529,32095163,534A,NULL,"{""b"": 128, ""g"": 157, ""r"": 102}",273,NULL,0,0
50412279,89495731,134,NULL,"{""b"": 125, ""g"": 37, ""r"": 131}",24,NULL,0,0
50424159,32095163,2041,NULL,"{""b"": 53, ""g"": 69, ""r"": 62}",471,NULL,0,0
50452605,27219674,777,NULL,"{""b"": 64, ""g"": 55, ""r"": 211}",17,NULL,0,0
50555388,27219674,353,NULL,"{""b"": 153, ""g"": 168, ""r"": 239}",7,NULL,0,0
50630354,89495731,310,NULL,"{""b"": 215, ""g"": 202, ""r"": 177}",201,NULL,0,0
50727054,27219674,951,NULL,"{""b"": 176, ""g"": 193, ""r"": 210}",363,NULL,0,0
50755483,27219674,746,NULL,"{""b"": 199, ""g"": 200, ""r"": 196}",302,NULL,0,0
50861169,89495731,184,NULL,"{""b"": 74, ""g"": 89, ""r"": 239}",51,NULL,0,0
51070198,89495731,673,NULL,"{""b"": 173, ""g"": 99, ""r"": 137}",352,NULL,0,0
51089783,27219674,3609,NULL,"{""b"": 194, ""g"": 169, ""r"": 224}",66,NULL,0,0
51123460,89495731,451,NULL,"{""b"": 125, ""g"": 139, ""r"": 148}",269,NULL,0,0
51232298,32095163,750A,NULL,"{""b"": 154, ""g"": 189, ""r"": 239}",142,NULL,0,0
51256157,27219674,894,NULL,"{""b"": 148, ""g"": 139, ""r"": 242}",25,NULL,0,0
51283127,32095163,553,NULL,"{""b"": 184, ""g"": 165, ""r"": 174}",385,NULL,0,0
51333441,32095163,214,NULL,"{""b"": 184, ""g"": 135, ""r"": 73}",360,NULL,0,0
51346504,27219674,910,NULL,"{""b"": 72, ""g"": 98, ""r"": 54}",225,NULL,0,0
51364641,89495731,101,NULL,"{""b"": 220, ""g"": 232, ""r"": 254}",2,NULL,0,0
51426398,27219674,3813,NULL,"{""b"": 146, ""g"": 180, ""r"": 157}",214,NULL,0,0
51454039,89495731,190,NULL,"{""b"": 17, ""g"": 14, ""r"": 147}",54,NULL,0,0
51460821,27219674,319,NULL,"{""b"": 47, ""g"": 63, ""r"": 42}",232,NULL,0,0
51487402,32095163,162A,NULL,"{""b"": 213, ""g"": 202, ""r"": 158}",332,NULL,0,0
51503821,27219674,829,NULL,"{""b"": 21, ""g"": 54, ""r"": 79}",301,NULL,0,0
51611328,89495731,314,NULL,"{""b"": 116, ""g"": 93, ""r"": 70}",203,NULL,0,0
51803910,27219674,562,NULL,"{""b"": 82, ""g"": 129, ""r"": 89}",207,NULL,0,0
51813081,32095163,318,NULL,"{""b"": 87, ""g"": 123, ""r"": 71}",266,NULL,0,0
51833116,32095163,2214,NULL,"{""b"": 161, ""g"": 81, ""r"": 18}",363,NULL,0,0
51836077,27219674,16,NULL,"{""b"": 72, ""g"": 124, ""r"": 122}",247,NULL,0,0
51873419,32095163,1000,NULL,"{""b"": 179, ""g"": 223, ""r"": 246}",438,NULL,0,0
51932118,32095163,836,NULL,"{""b"": 60, ""g"": 47, ""r"": 199}",93,NULL,0,0
51965445,89495731,2011,NULL,"{""b"": 10, ""g"": 103, ""r"": 86}",170,NULL,0,0
52051601,32095163,204,NULL,"{""b"": 122, ""g"": 70, ""r"": 218}",15,NULL,0,0
52093754,89495731,318,NULL,"{""b"": 47, ""g"": 34, ""r"": 18}",205,NULL,0,0
52138939,89495731,132,NULL,"{""b"": 199, ""g"": 124, ""r"": 208}",22,NULL,0,0
52274740,32095163,730,NULL,"{""b"": 204, ""g"": 199, ""r"": 166}",326,NULL,0,0
52283134,32095163,753,NULL,"{""b"": 68, ""g"": 124, ""r"": 231}",144,NULL,0,0
52304221,27219674,151,NULL,"{""b"": 183, ""g"": 176, ""r"": 230}",45,NULL,0,0
52399083,27219674,610,NULL,"{""b"": 43, ""g"": 84, ""r"": 104}",311,NULL,0,0
52399261,27219674,993,NULL,"{""b"": 130, ""g"": 161, ""r"": 119}",200,NULL,0,0
52431062,32095163,2024,NULL,"{""b"": 182, ""g"": 138, ""r"": 15}",351,NULL,0,0
52455032,27219674,211,NULL,"{""b"": 205, ""g"": 174, ""r"": 189}",89,NULL,0,0
52458080,89495731,233,NULL,"{""b"": 37, ""g"": 97, ""r"": 33}",131,NULL,0,0
52475739,27219674,160,NULL,"{""b"": 149, ""g"": 122, ""r"": 118}",147,NULL,0,0
52716186,32095163,2311,NULL,"{""b"": 30, ""g"": 37, ""r"": 76}",437,NULL,0,0
52725496,32095163,185A,NULL,"{""b"": 149, ""g"": 189, ""r"": 247}",122,NULL,0,0
52727290,32095163,761,NULL,"{""b"": 178, ""g"": 179, ""r"": 189}",393,NULL,0,0
52826398,27219674,3804,NULL,"{""b"": 96, ""g"": 73, ""r"": 174}",65,NULL,0,0
52855461,89495731,137,NULL,"{""b"": 54, ""g"": 13, ""r"": 98}",27,NULL,0,0
52927990,27219674,3041,NULL,"{""b"": 92, ""g"": 87, ""r"": 106}",102,NULL,0,0
53029294,32095163,814,NULL,"{""b"": 95, ""g"": 68, ""r"": 178}",54,NULL,0,0
53035737,27219674,677,NULL,"{""b"": 179, ""g"": 200, ""r"": 203}",303,NULL,0,0
53052682,89495731,262,NULL,"{""b"": 119, ""g"": 176, ""r"": 124}",149,NULL,0,0
53100934,27219674,523,NULL,"{""b"": 72, ""g"": 118, ""r"": 102}",277,NULL,0,0
53293120,27219674,608,NULL,"{""b"": 3, ""g"": 33, ""r"": 167}",361,NULL,0,0
53311381,32095163,188,NULL,"{""b"": 40, ""g"": 32, ""r"": 162}",128,NULL,0,0
53354920,27219674,3803,NULL,"{""b"": 67, ""g"": 57, ""r"": 114}",55,NULL,0,0
53457259,32095163,164,NULL,"{""b"": 160, ""g"": 133, ""r"": 77}",334,NULL,0,0
53476028,32095163,686,NULL,"{""b"": 40, ""g"": 72, ""r"": 67}",211,NULL,0,0
53832687,32095163,140,NULL,"{""b"": 183, ""g"": 232, ""r"": 246}",148,NULL,0,0
53851884,27219674,3823,NULL,"{""b"": 151, ""g"": 182, ""r"": 180}",328,NULL,0,0
53859517,32095163,481A,NULL,"{""b"": 176, ""g"": 144, ""r"": 223}",34,NULL,0,0
53877558,89495731,7010,NULL,"{""b"": 183, ""g"": 218, ""r"": 244}",402,NULL,0,0
53908759,27219674,838,NULL,"{""b"": 20, ""g"": 26, ""r"": 34}",457,NULL,0,0
53958266,89495731,541,NULL,"{""b"": 119, ""g"": 244, ""r"": 252}",297,NULL,0,0
54037727,89495731,601,NULL,"{""b"": 183, ""g"": 114, ""r"": 164}",319,NULL,0,0
54084193,27219674,3827,NULL,"{""b"": 51, ""g"": 112, ""r"": 170}",333,NULL,0,0
54169142,27219674,680,NULL,"{""b"": 37, ""g"": 111, ""r"": 145}",318,NULL,0,0
54169356,32095163,2019,NULL,"{""b"": 109, ""g"": 99, ""r"": 22}",324,NULL,0,0
54174950,32095163,634,NULL,"{""b"": 36, ""g"": 92, ""r"": 69}",227,NULL,0,0
54282139,89495731,1601,NULL,"{""b"": 117, ""g"": 106, ""r"": 165}",93,NULL,0,0
54407518,89495731,170,NULL,"{""b"": 92, ""g"": 133, ""r"": 253}",43,NULL,0,0
54429558,32095163,121,NULL,"{""b"": 38, ""g"": 63, ""r"": 7}",239,NULL,0,0
54435877,32095163,167,NULL,"{""b"": 127, ""g"": 84, ""r"": 3}",337,NULL,0,0
54444313,89495731,367,NULL,"{""b"": 106, ""g"": 34, ""r"": 4}",230,NULL,0,0
54461044,32095163,705A,NULL,"{""b"": 39, ""g"": 90, ""r"": 140}",179,NULL,0,0
54464539,32095163,2563,NULL,"{""b"": 170, ""g"": 165, ""r"": 72}",301,NULL,0,0
54474975,89495731,133,NULL,"{""b"": 163, ""g"": 83, ""r"": 179}",23,NULL,0,0
54488366,32095163,2262,NULL,"{""b"": 161, ""g"": 128, ""r"": 165}",407,NULL,0,0
54588118,27219674,814,NULL,"{""b"": 48, ""g"": 41, ""r"": 81}",24,NULL,0,0
54643892,32095163,108,NULL,"{""b"": 48, ""g"": 28, ""r"": 151}",85,NULL,0,0
54660632,89495731,411,NULL,"{""b"": 107, ""g"": 130, ""r"": 122}",255,NULL,0,0
54713309,32095163,2011,NULL,"{""b"": 35, ""g"": 175, ""r"": 158}",242,NULL,0,0
55245530,27219674,334,NULL,"{""b"": 155, ""g"": 122, ""r"": 97}",154,NULL,0,0
55260187,32095163,600,NULL,"{""b"": 5, ""g"": 5, ""r"": 5}",493,NULL,0,0
55267444,27219674,895,NULL,"{""b"": 48, ""g"": 67, ""r"": 46}",244,NULL,0,0
55351070,89495731,331,NULL,"{""b"": 193, ""g"": 177, ""r"": 160}",207,NULL,0,0
55400198,32095163,443,NULL,"{""b"": 67, ""g"": 99, ""r"": 226}",138,NULL,0,0
55463749,32095163,711,NULL,"{""b"": 186, ""g"": 208, ""r"": 213}",463,NULL,0,0
55595974,89495731,245,NULL,"{""b"": 47, ""g"": 95, ""r"": 43}",139,NULL,0,0
55683632,32095163,556,NULL,"{""b"": 100, ""g"": 63, ""r"": 59}",388,NULL,0,0
55761848,32095163,466,NULL,"{""b"": 50, ""g"": 58, ""r"": 151}",120,NULL,0,0
55903792,32095163,245,NULL,"{""b"": 61, ""g"": 33, ""r"": 86}",22,NULL,0,0
56002787,27219674,955,NULL,"{""b"": 180, ""g"": 207, ""r"": 173}",219,NULL,0,0
56129335,27219674,740,NULL,"{""b"": 13, ""g"": 49, ""r"": 166}",352,NULL,0,0
56147472,27219674,935,NULL,"{""b"": 29, ""g"": 41, ""r"": 35}",264,NULL,0,0
56287770,89495731,2022,NULL,"{""b"": 19, ""g"": 123, ""r"": 70}",178,NULL,0,0
56363637,32095163,309,NULL,"{""b"": 50, ""g"": 94, ""r"": 153}",444,NULL,0,0
56393487,27219674,3765,NULL,"{""b"": 106, ""g"": 80, ""r"": 65}",178,NULL,0,0
56522902,32095163,2036,NULL,"{""b"": 142, ""g"": 165, ""r"": 181}",451,NULL,0,0
56559958,32095163,798,NULL,"{""b"": 54, ""g"": 28, ""r"": 205}",106,NULL,0,0
56632172,27219674,3766,NULL,"{""b"": 167, ""g"": 162, ""r"": 123}",176,NULL,0,0
56689867,27219674,3328,NULL,"{""b"": 58, ""g"": 59, ""r"": 162}",5,NULL,0,0
56726146,32095163,4311,NULL,"{""b"": 44, ""g"": 38, ""r"": 57}",449,NULL,0,0
56789003,89495731,216,NULL,"{""b"": 7, ""g"": 93, ""r"": 59}",118,NULL,0,0
56828964,89495731,1704,NULL,"{""b"": 91, ""g"": 78, ""r"": 177}",99,NULL,0,0
56951239,89495731,654,NULL,"{""b"": 98, ""g"": 55, ""r"": 88}",348,NULL,0,0
57066537,27219674,3866,NULL,"{""b"": 209, ""g"": 216, ""r"": 212}",452,NULL,0,0
57092718,27219674,3828,NULL,"{""b"": 77, ""g"": 131, ""r"": 158}",305,NULL,0,0
57198542,32095163,815,NULL,"{""b"": 87, ""g"": 52, ""r"": 156}",55,NULL,0,0
